,Id,Name,Short description,Gender,Country,Occupation,Birth year,Death year,Manner of death,Age of death
96463,Q711617,Irving Klaw,"influential American merchant of sexploitation, fetish, and Hollywood glamour pin-up photographs and films",Male,United States,Artist,1910,1966,natural causes,56
96472,Q711642,Ramón Novarro,Mexican actor,Male,Mexico,Artist,1899,1968,homicide,69
96495,Q711701,Peter Viertel,American dramatist,Male,United States,Artist,1920,2007,natural causes,87
96497,Q711703,Arthur Thomas Myers,British physician (1851-1894),Male,United Kingdom,Athlete,1851,1894,suicide,43
96502,Q711717,Charles Rigoulot,French weightlifter,Male,France,Artist,1903,1962,natural causes,59
96520,Q711752,George H. D. Gossip,American-British chess player,Male,United States,Athlete,1841,1907,natural causes,66
96539,Q711810,Frans Brüggen,"Dutch conductor, recorder player and baroque flautist",Male,Netherlands,Artist,1934,2014,natural causes,80
96542,Q711817,Frederick Lorz,American distance runner,Male,United States,Long-distance runner; marathon runner,1884,1914,natural causes,30
96547,Q711825,Larry Doby,American baseball player,Male,United States,Athlete,1923,2003,natural causes,80
96566,Q711874,Harvey Fuqua,"American musician, record producer",Male,United States,Artist,1929,2010,natural causes,81
96578,Q711906,Leopoldo Méndez,Mexican artist (1902-1969),Male,Mexico,Artist,1902,1969,natural causes,67
96580,Q711913,Stanley Cortez,American cinematographer,Male,United States,Cinematographer,1908,1997,natural causes,89
96595,Q711965,Wong Ka Kui,Hong Kong singer-songwriter,Male,British Hong Kong,Artist,1962,1993,accident,31
96604,Q711984,Francis Girod,"French film director, actor, screenwriter",Male,France,Artist,1944,2006,natural causes,62
96613,Q711997,Peter Jackson,heavyweight boxer from Australia,Male,Australia,Athlete,1861,1901,natural causes,40
96619,Q712014,Guido Cantelli,Italian conductor,Male,Italy,Conductor,1920,1956,accident,36
96624,Q712024,Redd Foxx,American stand-up comedian and actor (1922-1991),Male,United States,Artist,1922,1991,natural causes,69
96631,Q712035,Frank D. White,American politician (1933-2003),Male,United States,Politician,1933,2003,natural causes,70
96660,Q712093,Lee Hoi-chuen,father of Bruce Lee (1901-1965),Male,Qing dynasty; Hongkongers,Artist,1901,1965,natural causes,64
96664,Q712101,François Prume,Belgian violinist and composer,Male,Belgium,Artist,1816,1849,natural causes,33
96676,Q712139,Porter Wagoner,"American recording artist; country singer, songwriter (1927-2007)",Male,United States,Artist,1927,2007,natural causes,80
96677,Q712146,"Charles Cavendish, 3rd Baron Chesham",British politician (1850-1907),Male,United Kingdom,Politician,1850,1907,accident,57
96683,Q712164,Lorne Chabot,Canadian ice hockey player,Male,Canada,Athlete,1900,1946,natural causes,46
96685,Q712169,Frank Wells,American film studio executive,Male,United States,Businessperson,1932,1994,accident,62
96691,Q712183,David Fanshawe,British composer and ethnomusicologist,Male,United Kingdom,Artist,1942,2010,natural causes,68
96709,Q712231,Chuck Smith,pastor,Male,United States,Religious figure,1927,2013,natural causes,86
96737,Q712314,Monty Banks,Italian comedian and director (1897-1950),Male,United States,Artist,1897,1950,natural causes,53
96745,Q712332,Lewis Collins,actor (1946-2013),Male,United Kingdom,Artist,1946,2013,natural causes,67
96751,Q712353,Buck Owens,American country singer-songwriter,Male,United States,Artist,1929,2006,natural causes,77
96753,Q712359,Roger Miller,"American singer-songwriter, musician, and actor (1936-1992)",Male,United States,Artist,1936,1992,natural causes,56
96757,Q712368,Tony Meehan,British musician,Male,United Kingdom,Artist,1943,2005,accident,62
96760,Q712376,Edward Ord,Union Army general,Male,United States,Military personnel,1818,1883,natural causes,65
96772,Q712446,Wan Chi Keung,Hong Kong footballer (1956-2010),Male,China,Athlete,1956,2010,natural causes,54
96779,Q712471,Alexander Men,Russian theologian,Male,Russia,Artist,1935,1990,homicide,55
96804,Q712551,Philip Don Estridge,Father of the IBM PC,Male,United States,Researcher,1937,1985,accident,48
96807,Q712565,Bernard Moitessier,French boat navigator and writer,Male,France,Artist,1925,1994,natural causes,69
96838,Q712683,Percy Faith,"Canadian bandleader, orchestrator, composer and conductor, known for his lush arrangements of pop and Christmas standards (1908-1976)",Male,Canadas,Artist,1908,1976,natural causes,68
96845,Q712725,Alexander Fu,Popular Hong Kong martial arts film star in the 1970s from the Shaw Brothers studio,Male,British Hong Kong,Artist,1954,1983,accident,29
96848,Q712735,Yasuji Kaneko,Soldier of the Imperial Japanese Army during the Pacific War,Male,Japan,Military personnel,1920,2010,natural causes,90
96864,Q712779,Ken McGregor,Australian tennis player,Male,Australia,Athlete,1929,2007,natural causes,78
96865,Q712780,Huang Fu,Chinese politician (1883-1936),Male,China (1912–1949),Politician,1883,1936,natural causes,53
96866,Q712783,Patriarch Peter VII of Alexandria,Patriarch of Alexandria,Male,Greece,Religious figure,1949,2004,accident,55
96877,Q712817,Georgios Grivas-Digenis,Cypriot general,Male,Greece; Republic of Cyprus,Politician,1897,1974,natural causes,77
96886,Q712859,Harry Greb,American boxer,Male,United States,Athlete,1894,1926,accident,32
96887,Q712861,Heitarō Kimura,Japanese general,Male,Japan,Military personnel,1888,1948,capital punishment,60
96889,Q712874,Buddy Adler,film producer,Male,United States,Artist,1909,1960,natural causes,51
96895,Q712896,Sheng-yen,Chinese Zen Buddhist writer,Male,Taiwan,Bhikkhu,1931,2009,natural causes,78
96897,Q712901,Edward Henry Palmer,British orientalist,Male,British Empire,Artist,1840,1882,homicide,42
96904,Q712927,Robert McCall,Canadian ice dancer,Male,Canada,Ice dancer,1958,1991,natural causes,33
96910,Q712955,Bobby Driscoll,actor (1937-1968),Male,United States,Artist,1937,1968,natural causes,31
96911,Q712959,Richard Tee,American musician,Male,United States,Artist,1943,1993,natural causes,50
96922,Q713014,Nikolay Cherkasov, actor (1903-1966),Male,Russia; Russia,Artist,1903,1966,natural causes,63
96924,Q713025,Gerald Finzi,British composer,Male,United Kingdom,Artist,1901,1956,natural causes,55
96932,Q713064,Artin Penik,Turkish-Armenian who burned himself in protest of ASALA terrorist attacks on Turks,Male,Turkey,Tailor; activist,1921,1982,suicide,61
96933,Q713071,Joe Flynn,American actor,Male,United States,Artist,1924,1974,accident; natural causes,50
96936,Q713081,Joe Cronin,American baseball player,Male,United States,Athlete,1906,1984,natural causes,78
96938,Q713089,Robert H. Schuller,American television evangelist,Male,United States,Artist,1926,2015,natural causes,89
96950,Q713141,B.J. Wilson,English drummer (1947-1990),Male,United Kingdom,Artist,1947,1990,natural causes,43
96953,Q713155,Robert W. Bussard,American physicist,Male,United States,Researcher,1928,2007,natural causes,79
96955,Q713162,Samir Kassir,Lebanese journalist (1960-2005),Male,Lebanon,Researcher,1960,2005,homicide,45
96985,Q713265,Jan Kiepura,Polish actor and singer,Male,Poland,Artist,1902,1966,natural causes,64
96988,Q713272,John Sung,Chinese evangelist,Male,China,Religious figure,1901,1944,natural causes,43
96989,Q713273,Billy May,"American composer, arranger and trumpeter",Male,United States,Artist,1916,2004,natural causes,88
96994,Q713288,René Crevel,French writer involved with the surrealist movement,Male,France,Artist,1900,1935,suicide,35
96995,Q713291,Gene Ammons,American jazz tenor saxophonist,Male,United States,Artist,1925,1974,natural causes,49
97010,Q713366,Ivan Dixon,"actor, director, producer",Male,United States,Artist,1931,2008,natural causes,77
97012,Q713384,Martin Adler,Swedish journalist,Male,Sweden; Somalia,Artist,1958,2006,homicide,48
97017,Q713419,Paul Crampel,French explorer,Male,France,Explorer,1864,1891,homicide,27
97035,Q713487,Jean Zay,"French politician, Minister of National Education and Fine Arts (1904-1944)",Male,France,Politician,1904,1944,homicide,40
97036,Q713489,David Kelly,British scientist and authority on biological warfare (1944-2003),Male,United Kingdom,Politician,1944,2003,suicide,59
97039,Q713502,Wen Yiduo,"Chinese poet, scholar",Male,China; China (1912–1949),Artist,1899,1946,homicide,47
97050,Q713552,Frank Olson,American chemist (1910-1953),Male,United States,Researcher,1910,1953,suicide,43
97053,Q713569,Takeshi Mori,Japanese general,Male,Japan,Military personnel,1894,1945,homicide,51
97058,Q713620,John Dawson,American musician,Male,United States,Artist,1945,2009,natural causes,64
97061,Q713652,Janko Veselinović,writer,Male,Kingdom of Serbia; Principality of Serbia,Artist,1862,1905,natural causes,43
97064,Q713658,Louis Adamic,Slovene-American author and translator,Male,United States-Hungary,Artist,1898,1951,suicide,53
97073,Q713687,Danilo Lazović,Serbian actor,Male,Serbia,Artist,1951,2006,natural causes,55
97085,Q713774,Georges Darboy,Catholic bishop (1813-1871),Male,France,Politician,1813,1871,homicide,58
97087,Q713788,Walter Lord,American author,Male,United States,Researcher,1917,2002,natural causes,85
97088,Q713790,Mansoor Hekmat,Iranian politician (1951-2002),Male,Iran,Politician,1951,2002,natural causes,51
97090,Q713802,Dave Schultz,American wrestler and murder victim,Male,United States,Amateur wrestler,1959,1996,homicide,37
97109,Q713929,Charles Middleton,actor,Male,United States,Artist,1874,1949,natural causes,75
97123,Q713997,Charles Frohman,American theatrical producer,Male,United States,Impresario,1856,1915,accident,59
97126,Q714010,Aldo Ray,actor,Male,United States,Artist,1926,1991,natural causes,65
97137,Q714101,Vladimir Triandafillov,Russian military theorist,Male,Russia; Russia,Military personnel,1894,1931,accident,37
97151,Q714156,Jan Zajíc,Czechoslovak protester,Male,Czechoslovakia,Student,1950,1969,suicide,19
97153,Q714160,Nikita Klyukin,Russian ice hockey player,Male,Russia,Athlete,1989,2011,accident,22
97154,Q714162,John Seigenthaler,"American journalist, writer, and political figure",Male,United States,Artist,1927,2014,natural causes,87
97160,Q714185,Jenni Rivera,American singer and actor,Female,United States,Artist,1969,2012,accident,43
97162,Q714191,Clyde Lovellette,American basketball player,Male,United States,Athlete,1929,2016,natural causes,87
97163,Q714194,Jacques Vergès,"French lawyer, political activist and writer",Male,France,Artist,1925,2013,natural causes,88
97167,Q714222,Paul Bearer,American professional wrestling manager,Male,United States,Funeral director; manager; professional wrestler,1954,2013,natural causes,59
97169,Q714228,Ji Xianlin,Chinese academic,Male,China; Qing dynasty; China (1912–1949),Researcher,1911,2009,natural causes,98
97173,Q714250,Shelby Foote,"American novelist, historian",Male,United States,Researcher,1916,2005,natural causes,89
97185,Q714310,Roberto Calvi,"Italian banker, president of Banco Ambrosiano",Male,Italy,Banker,1920,1982,homicide,62
97186,Q714318,Alexander Belov,basketball player,Male,Russia,Athlete,1951,1978,natural causes,27
97189,Q714333,Artur Artuzov,Headed  foreign intelligence service INO/part of OGPU/NKVD,Male,Russia; Russia,Spy,1891,1937,unnatural death,46
97195,Q714359,Minnie Vautrin,missionary in China,Female,United States,Religious figure,1886,1941,suicide,55
97196,Q714361,Frederick Fleet,British sailor,Male,United Kingdom,Sailor,1887,1965,suicide,78
97206,Q714396,Philippe Amaury,entrepreneur,Male,France,Businessperson,1940,2006,natural causes,66
97207,Q714397,Nikolai Klyuev,Russian poet,Male,Russia; Russia,Artist,1884,1937,unnatural death,53
97243,Q714525,Don Gillis,American composer,Male,United States,Artist,1912,1978,natural causes,66
97253,Q714574,Titta Ruffo,Italian opera singer,Male,Italy,Artist,1877,1953,natural causes,76
97257,Q714586,Carlos Hathcock,United States Marine Corps Sniper,Male,United States,Military personnel,1942,1999,natural causes,57
97263,Q714602,Floyd Council,American blues guitarist and singer,Male,United States,Artist,1911,1976,natural causes,65
97279,Q714677,Chen Chiung Ming,Chinese politician (1878-1933),Male,Qing dynasty; China (1912–1949),Politician,1878,1933,natural causes,55
97284,Q714687,"Miguel ""Angá"" Díaz",Cuban musician,Male,Cuba,Artist,1961,2006,natural causes,45
97290,Q714723,Yang Zengxin,Chinese politician (1867-1928),Male,Qing dynasty; China (1912–1949),Politician,1867,1928,homicide,61
97291,Q714724,Edgar Kennedy,actor,Male,United States,Athlete,1890,1948,natural causes,58
97293,Q714728,Norman Fell,American actor (1924-1998),Male,United States,Artist,1924,1998,natural causes,74
97294,Q714729,Robert Webber,actor (1924-1989),Male,United States,Artist,1924,1989,natural causes,65
97298,Q714739,Yevgeny Petrov, writer,Male,Russia; Russia,Artist,1902,1942,accident,40
97299,Q714741,Kieran Doherty,Irish hunger striker (1955-1981),Male,Northern Ireland; Ireland,Politician,1955,1981,suicide,26
97300,Q714744,Mohammad Beheshti,"Iranian cleric, one of the leading figures of the 1979 Iranian Revolution",Male,Iran,Artist,1928,1981,homicide,53
97301,Q714747,Henry Bumstead,art director,Male,United States,Scenographer,1915,2006,natural causes,91
97309,Q714780,"Prince Erik, Duke of Västmanland",Swedish prince,Male,Sweden,Aristocrat,1889,1918,natural causes,29
97312,Q714788,Victor Noir,French journalist,Male,France,Journalist,1848,1870,homicide,22
97330,Q714864,Artur Sirk,Estonian lawyer (1900-1937),Male,Estonia,Politician,1900,1937,suicide,37
97333,Q714870,Jim Kelly,"American athlete, actor, and martial artist (1946-2013)",Male,United States,Athlete,1946,2013,natural causes,67
97337,Q714880,Damon Runyon,American writer,Male,United States,Artist,1880,1946,natural causes,66
97374,Q714976,Leon Pownall,British actor,Male,Canada,Artist,1943,2006,natural causes,63
97386,Q715007,Vigor Bovolenta,volleyball player,Male,Italy,Athlete,1974,2012,accident; natural causes,38
97400,Q715063,Gustav Winckler,Danish singer-songwriter,Male,Denmark,Artist,1925,1979,accident,54
97408,Q715091,Jacques Fouroux,"French rugby union footballer and coach, and rugby league administrator",Male,France,Athlete,1947,2005,natural causes,58
97423,Q715138,William Larned,American tennis player,Male,United States,Athlete,1872,1926,suicide,54
97436,Q715178,Terry Gordy,American professional wrestler,Male,United States,Professional wrestler,1961,2001,natural causes,40
97438,Q715186,Iain Macmillan,British photographer,Male,United Kingdom,Artist,1938,2006,natural causes,68
97440,Q715198,Jordan Cronenweth,American cinematographer,Male,United States,Cinematographer; camera operator,1935,1996,natural causes,61
97447,Q715231,Mitsumasa Yonai,Prime Minister of Japan (1880-1948),Male,Japan,Politician,1880,1948,natural causes,68
97448,Q715232,Arturo Ferrarin,Italian aviator,Male,Italy,Military personnel,1895,1941,accident,46
97456,Q715265,Wesley Willis,American musician,Male,United States,Artist,1963,2003,natural causes,40
97457,Q715276,Rémi Laurent,French actor,Male,France,Artist,1957,1989,natural causes,32
97460,Q715281,Lev Kassil, writer,Male,Russia; Russia; Russian  Federative Socialist Republic,Artist,1905,1970,natural causes,65
97476,Q715336,Curley Weaver,American blues musician,Male,United States,Guitarist,1906,1962,natural causes,56
97485,Q715379,James Tenney,American composer and music theorist,Male,United States,Artist,1934,2006,natural causes,72
97487,Q715384,Liu Tianhua,Chinese musician,Male,Qing dynasty; China (1912–1949),Artist,1895,1932,natural causes,37
97488,Q715388,Chen Yucheng,Chinese revolutionary,Male,Qing dynasty; Taiping Heavenly Kingdom,Military personnel,1837,1862,capital punishment,25
97489,Q715392,Don Galloway,American actor (1937-2009),Male,United States,Artist,1937,2009,natural causes,72
97490,Q715393,Chen Qimei,Chinese politician (1878-1916),Male,Qing dynasty; China (1912–1949),Politician,1878,1916,homicide,38
97494,Q715406,Eugene Kobylinsky,Russian military commander,Male,Russia; Russia,Military personnel,1875,1927,unnatural death,52
97499,Q715418,Zhang Zhixin,Chinese dissident (1930-1975),Female,China,Politician,1930,1975,unnatural death,45
97500,Q715427,Li Xiucheng,Chinese military commander,Male,Qing dynasty; Taiping Heavenly Kingdom,Military personnel,1823,1864,capital punishment,41
97513,Q715482,Ibrahim al-Hamdi,President of North Yemen (1943-1977),Male,Yemen Arab Republic; Mutawakkilite Kingdom of Yemen,Politician,1943,1977,homicide,34
97517,Q715524,Joe Masseria,Italian-born American gangster,Male,Italy,Criminal,1886,1931,homicide,45
97522,Q715565,Arturo Tolentino,Filipino politician (1910-2004),Male,Philippines,Politician,1910,2004,natural causes,94
97529,Q715596,Juan Belmonte,Spanish bullfighter,Male,Spain,Bullfighter,1892,1962,suicide,70
97536,Q715642,Roy Kinnear,British actor (1934-1988),Male,United Kingdom,Artist,1934,1988,accident,54
97550,Q715713,Salvatore Maranzano,"organized crime figure from the town of Castellammare del Golfo, Sicily",Male,Italy,Criminal,1886,1931,homicide,45
97559,Q715780,Michitarō Komatsubara,Japanese general,Male,Japan,Politician,1885,1940,natural causes,55
97560,Q715787,Bob Bennett,American politician (1933-2016),Male,United States,Researcher,1933,2016,natural causes,83
97561,Q715790,Jakub Karol Parnas,20th century Polish biochemist and politician,Male,Poland; Russia,Researcher,1884,1949,natural causes,65
97563,Q715796,Barry Unsworth,English novelist,Male,United Kingdom,Artist,1930,2012,natural causes,82
97571,Q715836,Bernard Dowiyogo,Nauruan politician (1946-2003),Male,Nauru,Politician,1946,2003,natural causes,57
97575,Q715842,Bobby Pickett,American musician and novelty hit record artist (1938-2007),Male,United States,Artist,1938,2007,natural causes,69
97584,Q715893,Momir Bulatović,former President of Montenegro (1956-2019),Male,Montenegro,Politician,1956,2019,natural causes,63
97591,Q715923,Alfred Mineo,American mobster,Male,United States,Criminal,1880,1930,homicide,50
97611,Q716020,John Compton,former Prime Minister of Saint Lucia,Male,Saint Lucia,Politician,1925,2007,natural causes,82
97613,Q716029,Johnny Unitas,American football player (1933-2002),Male,United States,Athlete,1933,2002,natural causes,69
97621,Q716066,Alexander Belostenny,basketball player,Male,Ukraine; Russia,Athlete,1959,2010,natural causes,51
97627,Q716097,Wang Kemin,China politician (1879-1945),Male,China,Politician,1879,1945,suicide,66
97631,Q716120,David Stove,Australian philosopher,Male,Australia,Teacher,1927,1994,suicide,67
97640,Q716152,Shoji Nishio,Japanese aikidoka,Male,Japan,Aikidoka; judoka; karateka,1927,2005,natural causes,78
97648,Q716194,Wang Yirong,Chinese official and scholar,Male,Qing dynasty,Anthropologist,1845,1900,suicide,55
97649,Q716196,Chico Science,Brazilian musician,Male,Brazil,Artist,1966,1997,accident,31
97669,Q716290,Tony Frangieh,Lebanese politician (1941-1978),Male,Lebanon,Politician,1941,1978,homicide,37
97694,Q716424,Noble Willingham,American actor (1931-2004),Male,United States,Artist,1931,2004,natural causes,73
97698,Q716442,Vincent Canby,American film critic,Male,United States,Journalist,1924,2000,natural causes,76
97702,Q716460,Duccio Tessari,filmmaker (1926-1994),Male,Italy,Artist,1926,1994,natural causes,68
97710,Q716508,Daniel T. McCarty,American politician (1912-1953),Male,United States,Politician,1912,1953,natural causes,41
97718,Q716546,Bill Barilko,Canadian ice hockey defenceman,Male,Canada,Athlete,1927,1951,accident,24
97721,Q716563,Leopoldo Torre Nilsson,Argentine film director and screenwriter,Male,Argentina,Artist,1924,1978,natural causes,54
97722,Q716564,Li Han-hsiang,Chinese film director,Male,China,Artist,1926,1996,natural causes,70
97725,Q716579,Joyce Cary,Anglo-Irish writer (1888-1957),Male,Ireland,Artist,1888,1957,natural causes,69
97726,Q716583,Carl Panzram,American serial killer,Male,United States,Serial killer; spree killer; criminal,1891,1930,capital punishment,39
97730,Q716589,Hugo Schiltz,"lawyer, politician (1927-2006)",Male,Belgium,Politician,1927,2006,natural causes,79
97734,Q716602,Gordon Mitchell,"Film actor, bodybuilder (1923-2003)",Male,United States,Artist,1923,2003,natural causes,80
97740,Q716649,Jesse Robredo,Philippine politician and cabinet secretary (1958-2012),Male,Philippines,Politician,1958,2012,accident,54
97750,Q716700,Edward Yang,Taiwanese film director and screenwriter,Male,Taiwan,Artist,1947,2007,natural causes,60
97752,Q716718,Tommy Rettig,actor; Computer Software engineer (1941-1996),Male,United States,Researcher,1941,1996,natural causes,55
97777,Q716893,Gunnar Hansen,Icelandic-born American actor,Male,United States,Artist,1947,2015,natural causes,68
97780,Q716906,Roger Williams,American pianist,Male,United States,Artist,1924,2011,natural causes,87
97786,Q716924,Süleyman Seba,Turkish football player and sport executive (1926-2014),Male,Turkey,Athlete,1926,2014,natural causes,88
97806,Q717007,Cecil Griffiths,British athlete,Male,United Kingdom,Athlete,1900,1945,natural causes,45
97842,Q717250,Silviu Brucan,Romanian politician (1916-2006),Male,Romania,Researcher,1916,2006,natural causes,90
97847,Q717294,Krystyna Skarbek,Polish spy,Female,Poland,Spy,1908,1952,homicide,44
97850,Q717311,Szilárd Bogdánffy,Roman Catholic bishop,Male,Romania,Religious figure,1911,1953,natural causes,42
97852,Q717348,Kevin Gilbert,American musician (1966-1996),Male,United States,Artist,1966,1996,accident,30
97856,Q717372,Rezső Bálint,Austro-Hungarian neurologist and psychiatrist,Male,Hungary,Researcher,1874,1929,natural causes,55
97858,Q717379,Alexei Berest,Raised the Victory Banner in Berlin,Male,Russia,Military personnel,1921,1970,accident,49
97863,Q717406,Besarion Jughashvili,father of Joseph Stalin,Male,Russia,Cobbler; artisan,1850,1909,natural causes,59
97886,Q717539,Georges Picquart,French general (1854-1914),Male,France,Politician,1854,1914,accident,60
97888,Q717550,Hisakazu Tanaka,Japanese general,Male,Japan,Military personnel,1889,1947,capital punishment,58
97896,Q717620,Jerry Brown,Player of American football (1987-2012),Male,United States,Athlete,1987,2012,accident,25
97899,Q717645,Aleksandr Miroshnichenko,boxer,Male,Kazakhstan; Russia,Athlete,1964,2003,accident,39
97925,Q717755,Ary Barroso,Brazilian composer and musician,Male,Brazil,Artist,1903,1964,natural causes,61
97932,Q717800,Juan Soldevilla y Romero,Catholic cardinal (1843-1923),Male,Spain,Politician,1843,1923,homicide,80
97935,Q717810,Yevgeny Leonov,Russian actor (1926-1994),Male,Russia; Russia,Artist,1926,1994,natural causes,68
97937,Q717821,John Wu,Chinese cardinal,Male,China,Religious figure,1925,2002,natural causes,77
97938,Q717825,Jeremy Michael Boorda,United States admiral,Male,United States,Military personnel,1939,1996,suicide,57
97940,Q717840,Young Stribling,American boxer,Male,United States,Athlete,1904,1933,accident,29
97942,Q717844,Dan Snyder,Canadian ice hockey player,Male,Canada,Athlete,1978,2003,accident,25
97956,Q717927,Domingos da Guia,Brazilian footballer and manager (1912-2000),Male,Brazil,Athlete,1912,2000,natural causes,88
97960,Q717957,Rentarō Taki,Japanese pianist,Male,Japan,Artist,1879,1903,natural causes,24
97966,Q717985,Medgar Evers,African-American civil rights activist (1925-1963),Male,United States,Politician,1925,1963,homicide,38
97967,Q717989,Don Massengale,American professional golfer,Male,United States,Athlete,1937,2007,natural causes,70
97980,Q718047,Jimmy Bivins,American boxer,Male,United States,Athlete,1919,2012,natural causes,93
98006,Q718173,Sulim Yamadayev,Chechen warlord (1973-2009),Male,Russia,Politician,1973,2009,homicide,36
98024,Q718233,Sándor Zöld,Interior minister of Hungary (1913-1951),Male,Hungary,Politician,1913,1951,suicide,38
98030,Q718245,Louis Lansana Beavogui,President Guinea (1923-1984),Male,Guinea,Politician,1923,1984,natural causes,61
98034,Q718250,Edgar Sanabria,President of Venezuela,Male,Venezuela,Politician,1911,1989,natural causes,78
98045,Q718287,David Bedford,English composer and musician,Male,United Kingdom,Artist,1937,2011,natural causes,74
98047,Q718291,Bai Jing,Chinese actress (1983-2012),Female,China,Artist,1983,2012,homicide,29
98052,Q718322,Kenji Hatanaka,Japanese military officer and conspirator,Male,Japan,Military personnel,1912,1945,suicide,33
98053,Q718323,Ove Verner Hansen,Danish actor (1932-2016),Male,Denmark,Artist,1932,2016,natural causes,84
98057,Q718335,Paul Cellucci,"politician in Massachusetts, US",Male,United States,Politician,1948,2013,natural causes,65
98074,Q718431,R. Budd Dwyer,American politician noted for his public suicide at a news conference (1939-1987),Male,United States,Politician,1939,1987,suicide,48
98079,Q718451,Henry Bergman,American actor,Male,United States,Artist,1868,1946,natural causes,78
98083,Q718492,Pete Schoening,American mountain climber,Male,United States,Mountaineer,1927,2004,natural causes,77
98098,Q718617,Billy Taylor,"American jazz pianist, composer, broadcaster, and educator",Male,United States,Artist,1921,2010,natural causes,89
98099,Q718622,Frunzik Mkrtchyan, actor and theatre director,Male,Armenia; Russia,Artist,1930,1993,natural causes,63
98105,Q718673,Jeff Ward,American musician,Male,United States,Drummer,1962,1993,suicide,31
98107,Q718682,Larry Stewart,American philanthropist,Male,United States,Businessperson,1948,2007,natural causes,59
98109,Q718691,James Broderick,actor (1927-1982),Male,United States,Artist,1927,1982,natural causes,55
98117,Q718735,Donald Meek,British actor (1878-1946),Male,United States,Artist,1878,1946,natural causes,68
98119,Q718749,Pat Burns,National Hockey League head coach,Male,Canada,Athlete,1952,2010,natural causes,58
98137,Q718882,Roger de La Fresnaye,French painter (1885-1925),Male,France,Artist,1885,1925,natural causes,40
98138,Q718895,Yang Xinhai,Chinese serial killer,Male,China,Serial killer; manual worker,1968,2004,capital punishment,36
98147,Q718968,Lamont Young,Italian architect,Male,Italy,Architect,1851,1929,suicide,78
98149,Q718979,Ivan Todorov-Gorunia,Bulgarian politician and general (1916-1965),Male,People's Republic of Bulgaria,Politician,1916,1965,suicide,49
98161,Q719058,Billy Bang,American musician,Male,United States,Artist,1947,2011,natural causes,64
98165,Q719092,George Armistead Smathers,"American politician, U.S. Representative, U.S. Senator (1913-2007)",Male,United States,Politician,1913,2007,natural causes,94
98166,Q719104,Bonvi,Italian comic book artist,Male,Italy,Artist,1941,1995,accident,54
98169,Q719138,Hugh Thompson Jr.,United States helicopter pilot during the Vietnam War,Male,United States,Military personnel,1943,2006,natural causes,63
98174,Q719159,Daniil Sobchenko,Russian ice hockey player,Male,Russia,Athlete,1991,2011,accident,20
98183,Q719209,Edwin Boring,American psychologist,Male,United States,Teacher,1886,1968,natural causes,82
98185,Q719228,Ogden Nash,American poet,Male,United States,Artist,1902,1971,natural causes,69
98186,Q719247,Sam Jaffe,"American actor, teacher, musician and engineer (1891-1984)",Male,United States,Artist,1891,1984,natural causes,93
98189,Q719273,Richard Mulligan,American actor (1932-2000),Male,United States,Artist,1932,2000,natural causes,68
98192,Q719288,Eusebio Pedroza,Panamanian boxer,Male,Panama,Athlete,1956,2019,natural causes,63
98194,Q719300,Les Darcy,Australian boxer,Male,Australia,Athlete,1895,1917,natural causes,22
98195,Q719302,Weng Weng,"actor, martial artist",Male,Philippines,Artist,1957,1992,natural causes,35
98196,Q719314,Claude Nougaro,"French recording artist; musician, singer, poet, songwriter (1929-2004)",Male,France,Artist,1929,2004,natural causes,75
98198,Q719336,Bill Skate,Prime Minister of Papua New Guinea (1953-2006),Male,Papua New Guinea,Politician,1953,2006,natural causes,53
98199,Q719341,Ronald Ridenhour,Whistleblower who exposed the My Lai Massacre.,Male,United States,Journalist,1946,1998,natural causes,52
98204,Q719360,Alexander Langer,Italian politician (1946-1995),Male,Italy,Artist,1946,1995,suicide,49
98206,Q719369,Frederick Browning,British Army general,Male,United Kingdom,Military personnel,1896,1965,natural causes,69
98207,Q719372,Casey Donovan,American male pornographic actor,Male,United States,Artist,1943,1987,natural causes,44
98215,Q719427,Sam Taylor,American film director (1895-1958),Male,United States,Artist,1895,1958,natural causes,63
98220,Q719445,Roman Romanchuk,Russian boxers,Male,Russia,Athlete,1979,2016,natural causes,37
98221,Q719447,Herman Brood,"Dutch musician, painter, actor, poet and media personality (1946-2001)",Male,Netherlands,Artist,1946,2001,suicide,55
98236,Q719529,Colin Blakely,Northern Irish actor,Male,United Kingdom,Artist,1930,1987,natural causes,57
98256,Q719662,Víctor Galíndez,Argentine boxer,Male,Argentina,Athlete,1948,1980,accident,32
98257,Q719663,Louis Charles Breguet,"Aircraft designer and builder, one of the early aviation pioneers",Male,France,Military personnel,1880,1955,natural causes,75
98265,Q719691,Richard Asher,British endocrinologist and haematologist,Male,United Kingdom,Artist,1912,1969,suicide,57
98267,Q719701,Victor Marijnen,Dutch politician (1917-1975),Male,Netherlands,Politician,1917,1975,natural causes,58
98276,Q719766,Ted Joans,American artist (1928-2003),Male,United States,Artist,1928,2003,natural causes,75
98288,Q719812,Sheila Scott Macintyre,Scottish mathematician,Female,Scotland,Researcher,1910,1960,natural causes,50
98289,Q719813,Auguste Vaillant,French anarchist,Male,France,Politician,1861,1894,capital punishment,33
98292,Q719825,Marcial Maciel,Mexican priest and founder of the Legion of Christ,Male,Mexico,Religious figure,1920,2008,natural causes,88
98293,Q719829,Jules Bonnot,French anarchist,Male,France,Criminal,1876,1912,capital punishment,36
