Id,Name,Short description,Gender,Country,Birth year,Death year,Manner of death,Age of death
Q42,Douglas Adams,English writer and humorist,Male,United Kingdom,[1930-1960],[1990-2019],natural causes,[44-72]
Q303,Elvis Presley,American singer and actor (1935–1977),Male,United States,[1930-1960],[1960-1990],natural causes,[16-44]
Q368,Augusto Pinochet,"General, politician of Chile (1915-2006)",Male,Chile,[1900-1930],[1990-2019],natural causes,[72-99]
Q407,Linda Lovelace,"American pornographic actress, later anti-porn activist",Female,United States,[1930-1960],[1990-2019],accident,[44-72]
Q409,Bob Marley,"Jamaican singer, songwriter and musician",Male,Jamaica,[1930-1960],[1960-1990],natural causes,[16-44]
Q410,Carl Sagan,"American astrophysicist, cosmologist, author and science educator",Male,United States,[1930-1960],[1990-2019],natural causes,[44-72]
Q440,Salvador Allende,28th president of Chile (1908–1973),Male,Chile,[1900-1930],[1960-1990],suicide,[44-72]
Q449,Georges Brassens,French singer songwriter and poet,Male,France,[1900-1930],[1960-1990],natural causes,[44-72]
Q475,Eduardo Frei Montalva,President of Chile (1911-1982),Male,Chile,[1900-1930],[1960-1990],homicide,[44-72]
Q512,Vladimir Vysotsky," singer, songwriter, poet and actor",Male,Russia,[1930-1960],[1960-1990],natural causes,[16-44]
Q853,Andrei Tarkovsky," and Russian filmmaker, writer, film editor, film theorist, and theatre and opera director",Male,Russia,[1930-1960],[1960-1990],natural causes,[44-72]
Q862,Joseph Brodsky,Russian-American poet,Male,United States,[1930-1960],[1990-2019],natural causes,[44-72]
Q927,Harry Mulisch,Dutch writer,Male,Netherlands,[1900-1930],[1990-2019],natural causes,[72-99]
Q949,John Bardeen,American physicist and engineer,Male,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q989,John Paul II,264th pope of the Catholic Church,Male,Poland,[1900-1930],[1990-2019],natural causes,[72-99]
Q997,Andrei Sakharov,nuclear physicist and human rights activist,Male,Russia,[1900-1930],[1960-1990],natural causes,[44-72]
Q1149,Indira Gandhi,Indian Prime Minister and politician (1917-1984),Female,India,[1900-1930],[1960-1990],homicide,[44-72]
Q1203,John Lennon,"English singer and songwriter, founding member of The Beatles (1940-1980)",Male,United Kingdom,[1930-1960],[1960-1990],homicide,[16-44]
Q1224,Carlo Azeglio Ciampi,10th President of Italy,Male,Italy,[1900-1930],[1990-2019],natural causes,[72-99]
Q1254,Kofi Annan,7th Secretary-General of the United Nations (1938-2018),Male,Ghana,[1930-1960],[1990-2019],natural causes,[72-99]
Q1257,Boutros Boutros-Ghali,6th Secretary-General of the United Nations (1922-2016),Male,Egypt,[1900-1930],[1990-2019],accident,[72-99]
Q1260,Kurt Waldheim,"4th Secretary-General of the United Nations, President of Austria (1918-2007)",Male,Austria,[1900-1930],[1990-2019],natural causes,[72-99]
Q1267,Dag Hammarskjöld,"Swedish diplomat, economist, and author (1905-1961)",Male,Sweden,[1900-1930],[1960-1990],accident,[44-72]
Q1276,Leonard Cohen,Canadian poet and singer songwriter,Male,Canada,[1930-1960],[1990-2019],accident,[72-99]
Q1316,Saddam Hussein,Iraqi politician and President,Male,Iraq,[1930-1960],[1990-2019],capital punishment,[44-72]
Q1317,Osama bin Laden,Saudi Arabian founder of al-Qaeda,Male,Saudi Arabia,[1930-1960],[1990-2019],death in battle,[44-72]
Q1381,Dave Arneson,American game designer,Male,United States,[1930-1960],[1990-2019],natural causes,[44-72]
Q1463,Ferdinand Marcos,former president of the Philippines from 1965 to 1986,Male,Philippines,[1900-1930],[1960-1990],natural causes,[72-99]
Q1480,Corazon Aquino,Philippine politician and President (1933-2009),Female,Philippines,[1930-1960],[1990-2019],natural causes,[72-99]
Q1514,Janis Joplin,American singer and songwriter,Female,United States,[1930-1960],[1960-1990],accident,[16-44]
Q1615,Neil Armstrong,American astronaut and the first human to walk on the moon,Male,United States,[1930-1960],[1990-2019],natural causes,[72-99]
Q1618,Charles Lindbergh,"American aviator, author, inventor, explorer, and social activist",Male,United States,[1900-1930],[1960-1990],natural causes,[72-99]
Q1631,Édith Piaf,French singer,Female,France,[1900-1930],[1960-1990],natural causes,[44-72]
Q1638,Primo Nebiolo,Italian sports official and IAAF president,Male,Italy,[1900-1930],[1990-2019],natural causes,[72-99]
Q1646,Françoise Sagan,French writer,Female,France,[1930-1960],[1990-2019],natural causes,[44-72]
Q1666,Jacques Brel,Belgian singer songwriter,Male,Belgium,[1900-1930],[1960-1990],natural causes,[44-72]
Q1698,Serge Gainsbourg,"French singer, songwriter, pianist, film composer, poet, painter, screenwriter, writer, actor and director (1928-1991)",Male,France,[1900-1930],[1990-2019],natural causes,[44-72]
Q1768,Ella Fitzgerald,American jazz singer,Female,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q1775,Brownie Mary,American medical cannabis activist,Female,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q1779,Louis Armstrong,"American jazz trumpeter, composer and singer",Male,United States,[1900-1930],[1960-1990],natural causes,[44-72]
Q1802,Daniel Balavoine,French recording artist singer songwriter,Male,France,[1930-1960],[1960-1990],accident,[16-44]
Q2001,Stanley Kubrick,American filmmaker,Male,United States,[1900-1930],[1990-2019],natural causes,[44-72]
Q2022,Cesare Pavese,Italian poet novelist literary critic and translator,Male,Italy,[1900-1930],[1930-1960],suicide,[16-44]
Q2038,François Mitterrand,21st President of the French Republic (1916-1996),Male,France,[1900-1930],[1990-2019],natural causes,[72-99]
Q2040,Giuseppe Farina,Italian racecar driver,Male,Italy,[1900-1930],[1960-1990],accident,[44-72]
Q2104,Mike Hawthorn,British racing driver,Male,United Kingdom,[1900-1930],[1930-1960],accident,[16-44]
Q2105,Jacques Chirac,French statesman and official (1932–2019),Male,France,[1930-1960],[1990-2019],natural causes,[72-99]
Q2125,Jack Brabham,Australian racing driver,Male,Australia,[1900-1930],[1990-2019],natural causes,[72-99]
Q2185,Georges Pompidou,19th President of the French Republic (1911-1974),Male,France,[1900-1930],[1960-1990],natural causes,[44-72]
Q2190,Coluche,French comedian and actor,Male,France,[1930-1960],[1960-1990],accident,[16-44]
Q2196,Pierre Desproges,French humorist,Male,France,[1930-1960],[1960-1990],natural causes,[44-72]
Q2274,Chet Baker,American jazz trumpeter and vocalist (1929-1988),Male,United States,[1900-1930],[1960-1990],accident,[44-72]
Q2514,Willy Brandt,"Chancellor of West Germany (1969–1974), SPD",Male,Norway,[1900-1930],[1990-2019],natural causes,[72-99]
Q2516,Helmut Schmidt,"Chancellor of West Germany (1974-1982), SPD",Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q2571,Walter Scheel,President of West Germany (1974-1979),Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q2607,Erich Honecker,German politician (1912-1994),Male,Germany,[1900-1930],[1990-2019],natural causes,[72-99]
Q2643,George Harrison,British musician and lead guitarist of the Beatles (1943-2001),Male,United Kingdom,[1930-1960],[1990-2019],natural causes,[44-72]
Q2737,Louis de Funès,French actor and comedian,Male,France,[1900-1930],[1960-1990],natural causes,[44-72]
Q2750,Bourvil,"French actor, comedian and singer",Male,France,[1900-1930],[1960-1990],natural causes,[44-72]
Q2757,Lech Kaczyński,"Polish politician, democratic oppositionist, ministry of justice, president of Poland (1949-2010)",Male,Poland,[1930-1960],[1990-2019],accident,[44-72]
Q2831,Michael Jackson,American recording artist; singer and songwriter (1958-2009),Male,United States,[1930-1960],[1990-2019],natural causes,[44-72]
Q2998,Amy Johnson,pioneering English aviator,Female,United Kingdom,[1900-1930],[1930-1960],accident,[16-44]
Q3112,Phil Hill,American race car driver,Male,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q3128,Graham Hill,British racing driver,Male,United Kingdom,[1900-1930],[1960-1990],accident,[44-72]
Q3166,Denny Hulme,New Zealand racing driver,Male,New Zealand,[1930-1960],[1990-2019],natural causes,[44-72]
Q3234,Jochen Rindt,Austrian racing driver,Male,Austria,[1930-1960],[1960-1990],accident,[16-44]
Q3335,George Orwell,English author and journalist,Male,United Kingdom,[1900-1930],[1930-1960],natural causes,[44-72]
Q3925,Grace Kelly,American actress and Princess consort of Monaco,Female,United States,[1900-1930],[1960-1990],accident,[44-72]
Q4145,Patrice O'Neal,"American stand-up comedian, radio personality, and actor (1969-2011)",Male,United States,[1960-1990],[1990-2019],natural causes,[16-44]
Q4227,James Coburn,American actor,Male,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q4583,Anne Frank,German-born diarist and Holocaust victim (1929-1945),Female,Germany,[1900-1930],[1930-1960],natural causes,[16-44]
Q4593,Rajiv Gandhi,sixth Prime Minister of India (1944-1991),Male,India,[1930-1960],[1990-2019],homicide,[44-72]
Q4612,Marlene Dietrich,German-American actress and singer (1901-1992),Female,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q4616,Marilyn Monroe,"American actress, model, and singer (1926-1962)",Female,United States,[1900-1930],[1960-1990],suicide,[16-44]
Q4631,Mohamed Morsi,5th President of Egypt (1951-2019),Male,Egypt,[1930-1960],[1990-2019],natural causes,[44-72]
Q4762,Roy Budd,British jazz musician and composer,Male,United Kingdom,[1930-1960],[1990-2019],natural causes,[44-72]
Q5031,Elder Paisios of Mount Athos,Greek Eastern Orthodox monk,Male,Greece,[1900-1930],[1990-2019],natural causes,[44-72]
Q5383,David Bowie,"British singer, musician, and actor (1947-2016)",Male,United Kingdom,[1930-1960],[1990-2019],natural causes,[44-72]
Q5443,Greta Garbo,Swedish-American actress (1905-1990),Female,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q5444,Pietro Mennea,Italian sprinter and politician (1952-2013),Male,Italy,[1930-1960],[1990-2019],natural causes,[44-72]
Q5577,Salvador Dalí,Spanish artist (1904-1989),Male,Spain,[1900-1930],[1960-1990],natural causes,[72-99]
Q5588,Frida Kahlo,Mexican painter,Female,Mexico,[1900-1930],[1930-1960],natural causes,[44-72]
Q5603,Andy Warhol,American artist and film director and producer (1928-1987),Male,United States,[1900-1930],[1960-1990],natural causes,[44-72]
Q5809,Che Guevara,Argentine Marxist revolutionary,Male,Cuba,[1900-1930],[1960-1990],extrajudicial killing,[16-44]
Q5878,Gabriel García Márquez,"Colombian writer, journalist and Nobel laureate in literature",Male,Colombia,[1900-1930],[1990-2019],natural causes,[72-99]
Q5921,Chuck Berry,"American singer, songwriter and guitarist",Male,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q5928,Jimi Hendrix,"American guitarist, singer and songwriter",Male,United States,[1930-1960],[1960-1990],accident,[16-44]
Q5950,James Brown,"American singer, songwriter, musician, and recording artist (1933-2006)",Male,United States,[1930-1960],[1990-2019],natural causes,[72-99]
Q5969,Eddie Cochran,American rock and roll pioneer,Male,United States,[1930-1960],[1960-1990],accident,[16-44]
Q6105,Hebe Camargo,"Brazilian recording artist, television host, singer",Female,Brazil,[1900-1930],[1990-2019],natural causes,[72-99]
Q6107,Tupac Shakur,American rapper (1971–1996),Male,United States,[1960-1990],[1990-2019],homicide,[16-44]
Q6711,Allen Ginsberg,American poet,Male,United States,[1900-1930],[1990-2019],natural causes,[44-72]
Q7122,Michel Audiard,French screenwriter and film director,Male,France,[1900-1930],[1960-1990],natural causes,[44-72]
Q7197,Simone de Beauvoir,French writer intellectual existentialist philosopher political activist feminist and social theorist,Female,France,[1900-1930],[1960-1990],natural causes,[72-99]
Q7251,Alan Turing,"British mathematician, logician, cryptanalyst, and computer scientist",Male,United Kingdom,[1900-1930],[1930-1960],suicide,[16-44]
Q7339,Margot Frank,older sister of Anne Frank and survivor,Female,Netherlands,[1900-1930],[1930-1960],homicide; natural causes,[16-44]
Q7346,John Coltrane,American jazz saxophonist,Male,United States,[1900-1930],[1960-1990],natural causes,[16-44]
Q7371,Federico Fellini,Italian filmmaker,Male,Italy,[1900-1930],[1990-2019],natural causes,[72-99]
Q7416,Margaret Thatcher,British stateswoman and prime minister (1925–2013),Female,United Kingdom,[1900-1930],[1990-2019],natural causes,[72-99]
Q7423,Karen Wetterhahn,American chemist,Female,United States,[1930-1960],[1990-2019],accident,[44-72]
Q7474,Rosalind Franklin,"British chemist, biophysicist, and X-ray crystallographer",Female,United Kingdom,[1900-1930],[1930-1960],natural causes,[16-44]
Q7513,Kathleen Lonsdale,Irish crystallographer,Female,United Kingdom,[1900-1930],[1960-1990],natural causes,[44-72]
Q7541,Sally Floyd,American computer scientist,Female,United States,[1930-1960],[1990-2019],natural causes,[44-72]
Q7542,Prince,"American singer, musician, and songwriter",Male,United States,[1930-1960],[1990-2019],accident,[44-72]
Q7555,Jude Milhon,American hacker & author,Female,United States,[1930-1960],[1990-2019],natural causes,[44-72]
Q7833,Boris Vian,"French polymath: writer, poet, musician, singer, translator, critic, actor, inventor and engineer (1920-1959)",Male,France,[1900-1930],[1930-1960],natural causes,[16-44]
Q7934,Frank Herbert,American writer,Male,United States,[1900-1930],[1960-1990],natural causes,[44-72]
Q8006,Akira Kurosawa,Japanese film maker,Male,Japan,[1900-1930],[1990-2019],natural causes,[72-99]
Q8027,Martin Luther King Jr.,"American clergyman, activist, and leader in the American Civil Rights Movement",Male,United States,[1900-1930],[1960-1990],homicide,[16-44]
Q8159,Paul Bocuse,French chef,Male,France,[1900-1930],[1990-2019],natural causes,[72-99]
Q8440,Hugo Chávez,president of Venezuela (1999-2013),Male,Venezuela,[1930-1960],[1990-2019],natural causes,[44-72]
Q8446,Kurt Cobain,"American singer, musician, and composer",Male,United States,[1960-1990],[1990-2019],suicide,[16-44]
Q8556,Edsger W. Dijkstra,Dutch computer scientist,Male,Netherlands,[1930-1960],[1990-2019],natural causes,[72-99]
Q8619,Pierre Trudeau,15th Prime Minister of Canada (1919-2000),Male,Canada,[1900-1930],[1990-2019],natural causes,[72-99]
Q8620,Kwame Nkrumah,Ghanaian pan-africanist and the first Prime Minister and President of Ghana (1909-1972),Male,Ghana,[1900-1930],[1960-1990],natural causes,[44-72]
Q8704,Walt Disney,American film producer and businessman (1901-1966),Male,United States,[1900-1930],[1960-1990],natural causes,[44-72]
Q8753,Enrico Fermi,Italian physicist,Male,United States,[1900-1930],[1930-1960],natural causes,[44-72]
Q9364,Jean-Paul Sartre,"French existentialist philosopher, playwright, novelist, screenwriter, political activist, biographer, and literary critic",Male,France,[1900-1930],[1960-1990],natural causes,[72-99]
Q9486,Graham Taylor,English association football player and manager (1944-2017),Male,United Kingdom,[1930-1960],[1990-2019],natural causes,[72-99]
Q9513,A. P. J. Abdul Kalam,"11th President of India, scientist and science administrator (1931-2015)",Male,India,[1930-1960],[1990-2019],natural causes,[72-99]
Q9582,Gerald Ford,"American politician, 38th President of the United States (in office from 1974 to 1977)",Male,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q9588,Richard Nixon,37th President of the United States (1913-1994),Male,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q9640,Lyndon B. Johnson,36th president of the United States (1908-1973),Male,United States,[1900-1930],[1960-1990],natural causes,[44-72]
Q9685,"Diana, Princess of Wales","first wife of Charles, Prince of Wales (1961-1997)",Female,United Kingdom,[1960-1990],[1990-2019],accident,[16-44]
Q9696,John F. Kennedy,35th president of the United States (1917-1963),Male,United States,[1900-1930],[1960-1990],homicide,[44-72]
Q9960,Ronald Reagan,40th president of the United States and actor,Male,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q10390,John McCain,American politician (1936-2018),Male,United States,[1930-1960],[1990-2019],natural causes,[72-99]
Q10411,Odd Børretzen,Norwegian author illustrator translator and singer songwriter (1926-2012),Male,Norway,[1900-1930],[1990-2019],natural causes,[72-99]
Q10490,Ayrton Senna,Brazilian racing driver,Male,Brazil,[1960-1990],[1990-2019],accident,[16-44]
Q10665,Kim Jong-il,General-Secretary of the Workers' Party of Korea (1941-2011),Male,North Korea,[1930-1960],[1990-2019],natural causes,[44-72]
Q10678,Yann-Fañch Kemener,traditional singer,Male,France,[1930-1960],[1990-2019],natural causes,[44-72]
Q10707,Robert Mugabe,2nd President of Zimbabwe (1924-2019),Male,Zimbabwe,[1900-1930],[1990-2019],natural causes,[72-99]
Q10953,Henriette Avram,American computer programmer and system analyst,Female,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q11093,Valerie Solanas,American radical feminist and author,Female,United States,[1930-1960],[1960-1990],natural causes,[44-72]
Q11156,Antonin Scalia,former Associate Justice of the Supreme Court of the United States,Male,United States,[1930-1960],[1990-2019],natural causes,[72-99]
Q11237,Nelson Rockefeller,American politician (1908-1979),Male,United States,[1900-1930],[1960-1990],natural causes,[44-72]
Q11270,Fulgencio Batista,Cuban politician,Male,Cuba,[1900-1930],[1960-1990],suicide; natural causes,[72-99]
Q11428,Jean Bartik,American ENIAC computer programmer,Female,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q11440,Danielle Bunten Berry,American game designer and programmer,Transgender Female,United States,[1930-1960],[1990-2019],natural causes,[44-72]
Q11483,Anita Borg,American computer scientist,Female,United States,[1930-1960],[1990-2019],natural causes,[44-72]
Q11617,Aaliyah,"American singer, actress and model (1979-2001)",Female,United States,[1960-1990],[1990-2019],accident,[16-44]
Q11637,Judy Garland,"American actress, singer and vaudevillian (1922-1969)",Female,United States,[1900-1930],[1960-1990],accident,[44-72]
Q11672,"Carroll A. Campbell, Jr.",112th Governor of South Carolina (1940-2005),Male,United States,[1930-1960],[1990-2019],natural causes,[44-72]
Q11715,Leopold Figl,"Austrian politician, minister, chancellor",Male,Austria,[1900-1930],[1960-1990],natural causes,[44-72]
Q11877,Ivory Joe Hunter,"American rhythm and blues singer, songwriter, and pianist",Male,United States,[1900-1930],[1960-1990],natural causes,[44-72]
Q11941,Carl Barks,American Disney comics creator (1901-2000),Male,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q12109,Roberto Raviola,Italian comics book artist,Male,Italy,[1930-1960],[1990-2019],natural causes,[44-72]
Q12113,Hugo Pratt,Italian comics book creator,Male,Italy,[1900-1930],[1990-2019],natural causes,[44-72]
Q12614,Ivo Lapenna,law professor from Yugoslavia,Male,United Kingdom,[1900-1930],[1960-1990],natural causes,[72-99]
Q12747,Lance Tingay,"British sports journalist and writer, member of the International Tennis Hall of Fame",Male,United Kingdom,[1900-1930],[1990-2019],natural causes,[72-99]
Q12780,Rashad Khalifa,Egyptian-American biochemist,Male,United States,[1930-1960],[1990-2019],homicide,[44-72]
Q12807,Umberto Eco,"Italian semiotician, essayist, philosopher, literary critic, and novelist",Male,Italy,[1930-1960],[1990-2019],natural causes,[72-99]
Q12878,Tron Øgrim,"Norwegian journalist, author and politician (1947-2007)",Male,Norway,[1930-1960],[1990-2019],natural causes,[44-72]
Q12903,Hisashi Inoue,Japanese playwright,Male,Japan,[1930-1960],[1990-2019],natural causes,[72-99]
Q12915,Amata Kabua,former President of the Marshall Islands (1928-1996),Male,Marshall Islands,[1900-1930],[1990-2019],natural causes,[44-72]
Q12940,Jacques Chaban-Delmas,82nd Prime Minister of France (1915-2000),Male,France,[1900-1930],[1990-2019],natural causes,[72-99]
Q12946,Michel Rocard,French politician (1930-2016),Male,France,[1930-1960],[1990-2019],natural causes,[72-99]
Q12957,Raymond Barre,85th Prime Minister of France (1924-2007),Male,France,[1900-1930],[1990-2019],natural causes,[72-99]
Q12976,Baudouin I of Belgium,Fifth King of the Belgians,Male,Belgium,[1930-1960],[1990-2019],natural causes,[44-72]
Q13407,Willem Duys,"Dutch radio and television presenter, commentator, tennis player and music producer",Male,Netherlands,[1900-1930],[1990-2019],natural causes,[72-99]
Q13484,Laurent Fignon,French professional road bicycle racer,Male,France,[1960-1990],[1990-2019],natural causes,[44-72]
Q13888,Luchino Visconti,"Italian theatre, opera and cinema director",Male,Italy,[1900-1930],[1960-1990],natural causes,[44-72]
Q14039,German Goldenshteyn,Moldovian musician,Male,United States,[1930-1960],[1990-2019],natural causes,[72-99]
Q14100,Klara Dan von Neumann,Hungarian computer scientist,Female,Hungary,[1900-1930],[1960-1990],suicide,[44-72]
Q14254,Karen Spärck Jones,British computer scientist,Female,United Kingdom,[1930-1960],[1990-2019],natural causes,[72-99]
Q14341,Cozy Powell,English rock drummer,Male,United Kingdom,[1930-1960],[1990-2019],accident,[44-72]
Q14345,Roh Moo-hyun,9th President of the Republic of Korea (1946-2009),Male,South Korea,[1930-1960],[1990-2019],suicide,[44-72]
Q14356,Park Chung-hee,Korean Army general and the leader of South Korea from 1961 to 1979,Male,South Korea,[1900-1930],[1960-1990],homicide,[44-72]
Q14541,Terry Callier,"American jazz, soul and folk guitarist and singer songwriter",Male,United States,[1930-1960],[1990-2019],natural causes,[44-72]
Q14837,Louis Leakey,British archaeologist and naturalist whose work was important in establishing human evolutionary development in Africa,Male,Kenya,[1900-1930],[1960-1990],natural causes,[44-72]
Q14972,Bill Raisch,American dancer and actor,Male,United States,[1900-1930],[1960-1990],natural causes,[72-99]
Q15056,Jean-Luc Dehaene,Belgian former prime minister (1940-2014),Male,Belgium,[1930-1960],[1990-2019],natural causes,[72-99]
Q15451,W. D. Hamilton,British evolutionary biologist (1936-2000),Male,United Kingdom,[1930-1960],[1990-2019],natural causes,[44-72]
Q15866,Curtis LeMay,American general and politician,Male,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q15869,Freddie Mercury,"British singer, songwriter, record producer and graphic designer (1946-1991)",Male,United Kingdom,[1930-1960],[1990-2019],natural causes,[44-72]
Q15897,Amy Winehouse,English singer and songwriter,Female,United Kingdom,[1960-1990],[1990-2019],accident,[16-44]
Q15969,Jean Améry,Austrian-born essayist and Holocaust survivor (1912-1978),Male,Austria,[1900-1930],[1960-1990],suicide,[44-72]
Q15988,"Grand Duke Jean I, Grand Duke of Luxembourg",Monarch of Luxembourg,Male,Luxembourg,[1900-1930],[1990-2019],natural causes,[72-99]
Q16345,Leonard Nimoy,"American actor, film director, poet, musician and photographer (1931-2015)",Male,United States,[1930-1960],[1990-2019],natural causes,[72-99]
Q16349,DeForest Kelley,American actor (1920-1999),Male,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q16389,Charles K. Kao,Hong Kong-British-American physicist,Male,United States,[1930-1960],[1990-2019],natural causes,[72-99]
Q16472,Robert Mitchum,"American film actor, author, composer and singer (1917-1997)",Male,United States,[1900-1930],[1990-2019],natural causes,[72-99]
Q16493,Beatrice Helen Worsley,First female computer scientist in Canada,Female,Canada,[1900-1930],[1960-1990],natural causes,[44-72]
Q16849,Matti Nykänen,Finnish ski jumper (1963-2019),Male,Finland,[1960-1990],[1990-2019],natural causes,[44-72]
Q16873,Juan Carlos Onetti,Uruguayan novelist,Male,Uruguay,[1900-1930],[1990-2019],natural causes,[72-99]
Q16977,Deng Xiaoping,"Chinese politician, paramount leader of the China from 1978 until his retirement in 1992",Male,China,[1900-1930],[1990-2019],natural causes,[72-99]
